country,iso3c,year,life_expectancy,gdp_per_capita_ppp,health_expenditure,access_clean_water,infant_mortality,region,income,life_expectancy_is_outlier,gdp_per_capita_ppp_is_outlier,health_expenditure_is_outlier,access_clean_water_is_outlier,infant_mortality_is_outlier,log_gdp_pc
Malta,MLT,2000,78.3487804878049,18210.6063335874,647.10150146,99.999999495466,6.7,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.809759468904694
Marshall Islands,MHL,2020,65.387,6136.97119702131,687.02435303,85.4947213556817,25.8,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.72208660904605
Marshall Islands,MHL,2010,64.498,3473.40469896159,548.59899902,87.8931921119103,32,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.152890573154153
Mauritania,MRT,2000,61.044,2303.66639707769,23.00290108,41.6727136260492,67.6,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,7.742257218397242
Mauritania,MRT,2010,65.661,3177.84436561165,43.759655,57.0181227515306,42.4,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.063958373465644
Mauritania,MRT,2020,66.794,5740.73959690129,53.89974594,74.2967211205179,33.8,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.655343330647582
Mauritius,MUS,2020,74.1770731707317,21326.224396378,541.95184326,99.9958002416707,14.1,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.96769278671999
Mauritius,MUS,2010,72.9673170731707,15913.9099205525,357.17382813,99.6524315945965,13,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.674948843531395
Mauritius,MUS,2000,71.6634146341463,9139.70367062111,115.89820862,99.3163374767888,16.6,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.120383242765191
Mexico,MEX,2000,72.562,11704.3811052518,319.34719849,90.6043820368074,23.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.36771850413598
Mexico,MEX,2020,70.449,19354.1248722314,535.11669922,99.3687045328802,11.8,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.870660847431617
Mexico,MEX,2010,73.718,15908.8603191799,534.08520508,95.7953211176627,16.2,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.67463148577926
"Micronesia, Fed. Sts.",FSM,2010,64.892,3125.91252899737,581.45568848,90.4800501049916,30.3,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.04748152882325
"Micronesia, Fed. Sts.",FSM,2020,65.878,3682.39299463483,402.98059082,90.1142911078532,22.9,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.211318090110073
"Micronesia, Fed. Sts.",FSM,2000,64.317,2383.85064965382,161.47862244,91.0896484335557,33.4,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.776472379265547
Moldova,MDA,2010,69.876,6323.06287905206,198.28894043,86.807397646256,15.3,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.751959002505776
Moldova,MDA,2000,67.462,3044.67050577354,21.37988663,82.9191762020796,27.9,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.021147966004508
Moldova,MDA,2020,69.914,13527.4413130967,306.64892578,91.1372487012655,13.7,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.512475591166819
Mongolia,MNG,2000,63.2104878048781,3739.69666851051,28.13583946,62.4953614169164,47.4,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.22675978244308
Mongolia,MNG,2010,68.5056097560976,7531.62557442648,99.50933838,75.1827087064584,20.8,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.926866177233174
Mongolia,MNG,2020,71.3490243902439,13693.179806943,188.77464294,82.1241197629958,12.2,East Asia & Pacific,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.524653163549823
Montenegro,MNE,2020,75.9317073170732,20827.4892978607,896.24884033,98.8569123690641,2.5,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.94402899400237
Morocco,MAR,2000,66.794,3930.22314453125,54.63968277,64.7959021092167,45.2,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.27645148303034
Morocco,MAR,2010,70.821,6848.66748046875,168.36595154,74.9321261036749,28.2,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.831809383934445
Morocco,MAR,2020,73.133,7704.84912109375,185.45245361,85.9187628261055,17.3,Middle East & North Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.949605165614889
Mozambique,MOZ,2010,55.04,1000.2411486648,26.26061249,39.0283491613439,63.5,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,6.907996398575271
Mozambique,MOZ,2000,49.476,471.967329761791,7.00877714,22.7135095802514,106.1,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,TRUE,6.156909766583601
Mozambique,MOZ,2020,61.39,1411.62040229911,34.87546539,59.7601108598003,49.1,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.252493545011423
Myanmar,MMR,2020,66.612,5740.99045843992,66.02284241,80.7287633167077,37.6,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.655387028163107
Myanmar,MMR,2000,60.357,948.748285178047,4.47214985,47.7268532369647,73.9,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,6.855143521254237
Myanmar,MMR,2010,63.479,3348.12889497049,20.23270416,63.2478211567168,54.2,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.116156929963424
Namibia,NAM,2010,56.093,8538.19995395948,519.55053711,80.8850164351902,42.7,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.05230548634088
Namibia,NAM,2000,52.946,5128.61433644621,200.10691833,75.9628102006405,45.9,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.542590791824038
Namibia,NAM,2020,64.071,9354.13136713077,344.69924927,85.2751917542767,43.1,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.143573382139618
Nauru,NRU,2000,59.574,5920.35267953774,463.77734375,98.0817937576702,37.5,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.686151300349817
Nauru,NRU,2010,60.074,5667.93968133576,626.21124268,97.3628354174268,24.4,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.642580958787777
Nepal,NPL,2010,66.772,2139.22749384013,29.62231827,85.5911073264404,40.2,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.668200058658567
Nepal,NPL,2020,69.106,4235.57462326905,59.07941437,90.7685835327375,26.1,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.351274282242915
Nepal,NPL,2000,62.642,1316.82940913774,8.34249592,79.6697888529143,61.8,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.18298216346574
Netherlands,NLD,2010,80.7024390243902,45306.3078054895,5191.69384766,99.9999996591429,3.8,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.721201546931713
Netherlands,NLD,2000,77.9878048780488,31887.8534610687,2028.18139648,99.999996990304,5.1,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.369980447016424
Netherlands,NLD,2020,81.3585365853659,62596.6302027524,5865.90527344,100,3.5,Europe & Central Asia,High income,FALSE,TRUE,TRUE,FALSE,FALSE,11.044466725012311
New Zealand,NZL,2000,78.6365853658537,21500.629289809895,1054.28100586,99.9999997720245,6,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.9758374829809
New Zealand,NZL,2010,80.9048780487805,31292.9527570392,3232.71362305,99.9999988878029,5.2,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.35114819964554
New Zealand,NZL,2020,82.2560975609756,45354.1561628727,4214.57177734,100,4.2,East Asia & Pacific,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.722257097713861
Nicaragua,NIC,2020,70.766,6274.09456741388,165.88038635,81.7087539746033,11.6,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.74418446154329
Nicaragua,NIC,2010,71.761,4042.22071276517,117.70147705,81.048950444765,18.5,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.304549501313243
Nicaragua,NIC,2000,66.36,2806.25937937345,53.29532623,80.6461725738748,30.8,Latin America & Caribbean,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.939607693800685
Niger,NER,2000,49.172,764.28188514316,9.10514259,37.4862898335816,107.7,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,TRUE,6.638936680729127
Niger,NER,2010,57.08,1057.51100257385,23.7641449,43.5597544905099,70.9,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,6.963673315191462
Niger,NER,2020,59.89,1496.83350023022,35.75509644,47.7205800435476,69.4,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,FALSE,7.311107155942868
Nigeria,NGA,2000,47.143,2229.06577778458,17.15887642,44.4422771880572,97.1,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,TRUE,TRUE,7.709337842948026
Nigeria,NGA,2020,53.072,5353.70554899388,67.91384888,76.361790269796,64.7,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.585544226115543
Nigeria,NGA,2010,51.315,4474.60705075023,73.008255,60.048448967519,74,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.406173816965225
North Macedonia,MKD,2020,74.3951219512195,19962.1686066623,510.81011963,97.7824419960381,5.2,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.9015941915921
North Macedonia,MKD,2010,74.9975609756098,11993.5315145202,308.09429932,97.2371451233877,9.2,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.39212274297895
North Macedonia,MKD,2000,72.9463414634147,6152.5882611831,162.68013,96.8854893538115,14.2,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.724628127742664
Norway,NOR,2000,78.6341463414634,36986.4941984639,2948.93164063,100,3.9,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.5183081033266
Norway,NOR,2020,83.209756097561,67110.6045705502,7824.57714844,100,1.9,Europe & Central Asia,High income,FALSE,TRUE,TRUE,FALSE,FALSE,11.114097351762434
Norway,NOR,2010,80.9975609756098,58219.6143463523,7859.51611328,100,2.7,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.971977593202654
Oman,OMN,2000,73.643,39443.2607398257,261.88265991,85.6380751384865,13.3,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.582618481258173
Oman,OMN,2020,77.763,35163.3281781415,859.24969482,92.1680313333192,8.6,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.467759005400705
Oman,OMN,2010,77.184,55667.4687778644,583.57073975,87.8404476591595,9.5,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.927151211810164
Pakistan,PAK,2010,64.378,3785.70113530595,23.62846184,88.8047528450212,73.2,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.2389863892202
Pakistan,PAK,2000,61.903,2565.19958815141,15.36755657,87.3640207649067,89.1,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.849791566722462
Pakistan,PAK,2020,65.701,5048.0213062963,36.9091301,90.3373369493084,55.1,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.526751624952297
Palau,PLW,2000,64.499,10191.707082549,675.54473877,99.3564770331005,22.3,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.22932963746066
Palau,PLW,2020,68.689,17367.2676432665,1934.02905273,99.5582727416003,19.9,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.762342543653096
Palau,PLW,2010,68.347,13448.9332812883,1093.30786133,99.4695705930484,16.6,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.506655071943396
Panama,PAN,2010,76.417,15572.5787194419,607.42242432,92.0012444820873,14.7,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.653266872144703
Panama,PAN,2020,76.33,27017.0033688951,1358.4498291,94.3957926093894,12.2,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.204221701177897
Panama,PAN,2000,73.443,8097.2957828739,300.66052246,89.5552977125429,20.3,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.999285430952703
Papua New Guinea,PNG,2010,63.056,2911.8920318969,39.3453064,37.8802570165898,45.9,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,7.976558331670727
Papua New Guinea,PNG,2000,61.609,2195.95783293206,18.84121323,31.7545561183875,56,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,7.694373600683708
Papua New Guinea,PNG,2020,65.075,3899.57719236851,55.92817688,48.1070226075146,35.1,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,TRUE,FALSE,8.268623414027507
Paraguay,PRY,2010,72.551,10893.3149199543,258.43127441,89.9037202338302,22.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.295904569969728
Paraguay,PRY,2020,72.72,14308.8787738328,411.81765747,99.5934707827491,16.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.56863551684854
Paraguay,PRY,2000,70.026,6937.17671975792,104.49077606,76.2362190151531,28.7,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.844650158015112
Peru,PER,2010,72.886,9713.35863309362,241.43280029,87.3922024813053,16.8,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.18125739572014
Peru,PER,2000,69.821,5011.94540719164,83.63842773,80.1488865847973,29.9,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.519579423536772
Peru,PER,2020,73.832,12563.3038060893,399.59625244,93.6079681449903,14.1,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.438535447318829
Philippines,PHL,2000,67.789,3365.55833537799,32.10300446,85.9786535058569,27.3,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.121349152647149
Philippines,PHL,2020,70.097,8238.36802037457,166.61218262,94.0512327503984,22.8,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.016557547508096
Philippines,PHL,2010,68.883,5489.23543457601,89.35166931,89.8807890071793,23.1,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.61054425970074
Poland,POL,2010,76.2463414634146,20993.2495602577,809.19940186,98.4269374145649,5.1,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.951956215518054
Poland,POL,2020,76.4,37089.3004256812,1025.98486328,91.0888058086284,3.8,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.521083808771142
Portugal,PRT,2000,76.3146341463415,18879.0582089447,995.34210205,99.2296653665282,5.5,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.845808555454482
Portugal,PRT,2010,79.0268292682927,27295.1035561802,2259.30371094,99.1627671316977,3,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.2144626081702
Portugal,PRT,2020,81.3292682926829,35966.712796561,2346.33081055,99.2320673881807,2.7,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.490349145150816
Qatar,QAT,2000,75.25,88848.6270265346,553.08605957,99.9029247892536,10.4,Middle East & North Africa,High income,FALSE,TRUE,FALSE,FALSE,FALSE,11.394689380751355
Qatar,QAT,2010,79.444,151646.217415364,1309.79272461,99.915217268179,7.5,Middle East & North Africa,High income,FALSE,TRUE,FALSE,FALSE,FALSE,11.929305569946196
Qatar,QAT,2020,80.409,82149.3573751713,1967.15197754,99.9766796628058,5.2,Middle East & North Africa,High income,FALSE,TRUE,TRUE,FALSE,FALSE,11.316294300856258
Romania,ROU,2000,71.1634146341463,5848.84098627644,69.89345551,100,18.1,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.673998798593118
Romania,ROU,2010,73.4585365853659,17356.6588564889,472.20751953,99.9999996926513,10.5,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.7617315075073
Romania,ROU,2020,74.2536585365854,34386.1207230181,809.58880615,100,5.4,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.445408294592513
Russian Federation,RUS,2000,65.4836585365854,6825.3916015625,95.20859528,95.346969033031,15.6,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,8.828404995925448
Russian Federation,RUS,2020,71.3387804878049,31490.8046875,814.94451904,96.8807180454075,4.4,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.3574508675158
Russian Federation,RUS,2010,68.8412195121951,20490.126953125,564.30065918,96.055478248914,8.3,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.927698437071486
Rwanda,RWA,2020,66.953,2284.89889795328,58.29339218,63.4259387180091,31.5,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.734077056377117
Rwanda,RWA,2010,62.804,1314.13559494324,47.96915817,53.812311723031,42.2,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.180934386219237
Rwanda,RWA,2000,47.798,609.265855545553,9.00399399,44.4877400812649,107.9,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,TRUE,TRUE,6.412254716861883
Samoa,WSM,2010,71.451,5229.04191199124,185.43850708,88.5713883126493,15.3,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.561983349453625
Samoa,WSM,2000,70.791,3061.84986676721,60.4606514,87.0628271690696,16.4,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.026774543914067
Samoa,WSM,2020,70.727,6450.76538373229,256.74545288,97.3966472856546,13.8,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.771954066894326
San Marino,SMR,2000,80.504,53713.4483344714,2176.20825195,100,5,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.891418683677381
San Marino,SMR,2020,82.65,55206.5812324405,3758.609375,100,1.5,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.918837450383796
San Marino,SMR,2010,83.464,58926.1403701298,3813.88354492,100,2.5,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.984040080525507
Sao Tome and Principe,STP,2000,61.207,1830.36629942706,49.63587952,68.7559974594775,50.7,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.512271389426746
Sao Tome and Principe,STP,2020,67.979,5144.53560286014,159.84396362,77.317357139711,10.7,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.545690382359542
Sao Tome and Principe,STP,2010,63.867,2858.56899092769,60.94829941,73.8007821200292,23.2,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.958076425773168
Saudi Arabia,SAU,2020,77.596,47518.4877485153,1574.70068359,98.6568008588509,5.5,Middle East & North Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.768874130056144
Senegal,SEN,2020,67.496,3752.91947490817,75.16521454,83.8869032487823,33.9,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.230289342711966
Senegal,SEN,2000,57.615,1963.27509878739,21.41570663,59.7555406350506,73.8,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.58236932647857
Senegal,SEN,2010,64.221,2662.50486626479,51.38805008,71.8300877317255,41.5,Sub-Saharan Africa,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.8870226377210955
Serbia,SRB,2000,71.5829268292683,6414.34095933836,56.47927475,89.3067886279812,10.9,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.766291537452386
Serbia,SRB,2010,74.3365853658537,13321.5066928033,545.33380127,91.4981190223907,6.6,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.497135052772675
Serbia,SRB,2020,74.4780487804878,21013.0399401927,670.19439697,95.2955251429795,4.7,Europe & Central Asia,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.952898473529155
Seychelles,SYC,2020,77.2365853658537,31055.9442055039,693.1987915,96.4188435589863,13.6,Sub-Saharan Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.343545508830152
Seychelles,SYC,2000,72.7780487804878,14637.9590709133,340.23703003,93.9099648774143,11.8,Sub-Saharan Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.591373370072642
Seychelles,SYC,2010,73.1975609756098,18981.6586503443,546.56799316,95.1644042182003,12.6,Sub-Saharan Africa,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.851228457721048
Sierra Leone,SLE,2000,44.834,1242.07431827801,17.80823517,41.0842285669832,123.4,Sub-Saharan Africa,Low income,TRUE,FALSE,FALSE,TRUE,TRUE,7.124538098286166
Sierra Leone,SLE,2010,51.927,1900.38515206703,37.81203461,51.647977765691,90.8,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.549811856225535
Sierra Leone,SLE,2020,59.694,2721.34184517493,47.886161800000004,63.0675633656408,61.9,Sub-Saharan Africa,Low income,FALSE,FALSE,FALSE,FALSE,FALSE,7.908880363077017
Singapore,SGP,2000,77.9512195121951,43781.2691496809,796.03100586,100,3,East Asia & Pacific,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.686961359913889
Singapore,SGP,2020,83.5439024390244,101518.31798444,3492.35986328,100,1.9,East Asia & Pacific,High income,FALSE,TRUE,TRUE,FALSE,FALSE,11.527994533933834
Singapore,SGP,2010,81.5414634146342,75400.5557984177,1510.66784668,100,2.2,East Asia & Pacific,High income,FALSE,TRUE,FALSE,FALSE,FALSE,11.23056992530068
Slovak Republic,SVK,2000,73.0512195121951,11367.5695884816,203.50627136,97.9808919581419,8.1,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.33851980738543
Slovak Republic,SVK,2020,76.8658536585366,35327.9439165588,1393.62438965,99.7877013589871,4.9,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.47242954212868
Slovak Republic,SVK,2010,75.1121951219512,25384.4911366354,1296.54284668,98.6223365999811,5.7,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.141893681351755
Slovenia,SVN,2010,79.4219512195122,27582.4977417186,2017.14660645,99.5,2.6,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.224936710760755
Slovenia,SVN,2000,75.4121951219512,17887.7797417869,796.64703369,99.5,4.5,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.791873062696265
Slovenia,SVN,2020,80.5317073170732,41767.2579899957,2417.20874023,99.5,1.9,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.639868009897052
Solomon Islands,SLB,2020,69.258,2405.30256166037,100.99560547,67.3010272697103,17.9,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.78543097989123
Solomon Islands,SLB,2010,68.669,2182.21600810863,74.11127472,73.5032170030836,21.1,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.688096156960121
Solomon Islands,SLB,2000,67.116,1502.90089118674,46.02681351,78.684962029243,23.2,East Asia & Pacific,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,7.315152446917942
South Africa,ZAF,2000,58.368,8095.29428867929,236.08114624,84.5774597478668,46.9,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.99903821982762
South Africa,ZAF,2020,65.15,12671.0862436851,503.46759033,93.7647902920458,25,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.447078003159227
South Africa,ZAF,2010,58.886,12637.2912226018,621.41906738,89.6075553818254,35.4,Sub-Saharan Africa,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.44440734272554
Spain,ESP,2000,78.9658536585366,21577.59731368,1005.28399658,99.9999985042948,4.4,Europe & Central Asia,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.97941089404448
Spain,ESP,2020,82.2317073170732,39327.8479269599,2898.00537109,99.9256097637963,2.6,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.579688145570243
Spain,ESP,2010,81.6268292682927,31808.2179879539,2789.63720703,99.9999967960088,3.2,Europe & Central Asia,High income,FALSE,FALSE,TRUE,FALSE,FALSE,10.367479962675835
Sri Lanka,LKA,2010,74.463,8233.6266381136,105.07371521,85.7329214269344,9.1,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.015981857375818
Sri Lanka,LKA,2020,76.928,12940.9043295749,152.001297,88.6959543081265,6,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.468148451978864
Sri Lanka,LKA,2000,71.179,4367.80358982686,42.54893112,82.8471911815725,13,South Asia,Lower middle income,FALSE,FALSE,FALSE,FALSE,FALSE,8.382015550714774
St. Kitts and Nevis,KNA,2010,71.452,23691.4477936151,866.84997559,98.5744787349444,16.1,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,10.07286940941018
St. Kitts and Nevis,KNA,2000,69.249,15256.4305904132,446.66659546,98.4498940767374,20.2,Latin America & Caribbean,High income,FALSE,FALSE,FALSE,FALSE,FALSE,9.632756371214231
St. Lucia,LCA,2020,72.308,14912.159584235,577.55700684,96.8878381709089,14.8,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.609932238600607
St. Lucia,LCA,2010,72.768,12717.7865966902,438.23928833,93.3686760449828,16,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.450756812058502
St. Lucia,LCA,2000,70.779,9313.73279695482,285.84280396,90.3798695074755,15.9,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.139245234807294
St. Vincent and the Grenadines,VCT,2010,70.66,10561.308030596,281.91867065,97.0465782663178,19.3,Latin America & Caribbean,Upper middle income,FALSE,FALSE,FALSE,FALSE,FALSE,9.264952416123139
